id;NomFournisseur;AddressFournisseur;idPays;idPaysLivraison;DateLivraison;TempsLivraison;Qte;PrixCommande
4305;Childress Child Day Care;1777 balsamic Ave.;32;35;04/06/1982 09:28;00:00.0;13932;11740.4572
4306;Tub's Furniture Store;1750 Lily Court;7;38;11/06/1992 23:00;26:40.0;22668;24944.5125
4307;Nyman Interior Design;839 Burton Ave;40;36;01/08/1990 17:15;53:20.0;70592;48257.8916
4308;Gilbert Co.;355 Golf Rd.;33;10;06/11/2000 20:27;14:56.0;51785;33204.765
4309;Gourmet the Frog;2600 Winsor Mall;47;41;18/04/1974 23:33;20:00.0;68960;27200.7751
4310;Pasifico Inc.;14836 W. River Oaks Dr.;37;23;23/10/2003 10:07;28:16.0;51472;98080.4496
4311;Office Pro Supply Co.;201-C Frontage Rd.;33;12;22/05/2005 07:13;34:56.0;96000;38817.8168
4312;Dapper's Antiques;643 De Temple Rd.;14;35;04/08/1977 17:27;53:20.0;21805;61512.3435
4313;Elle Hypnosis and Therapy Cent;1660 Park Ave.;25;50;19/06/1993 23:02;46:40.0;77632;32378.2154
4314;North West Gas Co.;139 Bay Colony Dr.;4;32;13/06/2006 16:35;33:20.0;10848;36495.947
4315;Morton Roofing and Siding;618 Sheriden rd.;21;7;01/05/2004 12:47;54:56.0;76096;29810.1446
4316;Meonits & Mogogni Inc.;662 Lyons Circle;25;40;29/01/1972 10:02;40:00.0;71900;39303.8633
4317;First National Bank of Ottowa;1575 Oakwood Ave.;47;33;05/12/1989 22:27;40:00.0;6656;60481.4689
4318;Maintence Services of Maine;2510 Crain;25;47;29/05/1977 14:20;00:00.0;48772;87696.1518
4319;Salt & Pepper Catering Service;54 Lakeview Terrace;45;37;15/07/2000 23:55;13:20.0;13165;8106.3323
4320;Lennox Air Pollution Control;1715 Chicago Ave.;35;33;09/12/2004 04:42;54:56.0;62840;69636.4865
4321;Pasifico Inc.;1957 Huntington Ave.;44;14;30/10/1987 21:22;20:00.0;81465;24715.8116
4322;First National Bank of Ottowa;839 Burton Ave;16;25;17/01/2003 10:40;33:20.0;35524;14888.6216
4323;Vecot Inc.;1009 marvel Way;3;4;28/09/1977 21:42;01:36.0;94142;61728.2889
4324;Caranisco Homes;511 Maple Ave.  Apt. 1B;9;21;18/07/1986 20:47;33:20.0;60924;44908.883
4325;Morgan Construction Co;445 Park Ave.;37;25;30/05/1987 20:07;06:40.0;93316;50800.2634
4326;Hibbard Road Suppliers;465 Stratford Rd.;27;47;10/05/1993 19:53;06:40.0;70548;97348.4728
4327;Rythmics Ltd.;1233 Arbor Rd.;29;25;29/05/1997 11:00;33:20.0;33542;65216.773
4328;Smith & Wesson Militia;614 green bay Rd.;2;45;12/12/2002 13:33;20:00.0;60148;72740.1858
4329;North Park Lighting Galleries;662 Lyons Circle;20;35;13/11/2001 17:33;34:56.0;80427;11560.5906
4330;Hilco Auto Body;224  Highwood Ave.;19;44;21/06/1989 20:20;13:20.0;31055;21954.93
4331;Happ Aluminum Siding Co.;3059 Priscilla Court;50;16;02/07/1987 05:53;48:16.0;87027;27216.29
4332;Gordon & Son Brockerage Ltd.;1009 marvel Way;21;3;27/12/2001 17:07;13:20.0;99565;70625.9506
4333;Office Pro Supply Co.;220 Vine Ave.;3;9;14/01/2005 01:48;06:40.0;53902;16256.782
4334;Mergenthaler Inc.;302-A Crestwood Village Rd.;42;37;17/11/2000 15:20;00:00.0;75240;42454.867
4335;American Apartments;35 Glenlake Dr.;27;27;22/11/2004 19:33;20:00.0;10975;95901.6875
4336;Ebert Music Center;2600 Winsor Mall;30;29;18/10/2004 07:02;14:56.0;88516;40414.938
4337;Air India;3344 Beachwood Ln.;2;2;31/12/2001 16:28;06:40.0;67828;68610.0424
4338;Kapp Camera and Video;1839 McCraren Rd.;48;20;22/03/1975 06:00;06:40.0;31816;22775.6074
4339;Gordon & Son Brockerage Ltd.;614 green bay Rd.;25;19;26/12/1992 08:53;46:40.0;79995;36926.4988
4340;First National Bank of Ottowa;872 Virginia Rd.;47;50;09/10/1974 15:13;40:00.0;69448;14382.9677
4341;Kermit the Pet Shop;355 Golf Rd.;2;21;14/12/1971 23:07;33:20.0;99322;37920.7527
4342;Masterlands Cleaning;4259 W. Lake Ave.;11;3;30/08/2001 20:33;33:20.0;36883;34151.143
4343;Woodworks Co.;1858 Balsam Way;2;42;07/12/1980 01:20;33:20.0;43021;31065.453
4344;Griffith Paving and Sealcoatin;1337 Cavell Ave.;17;27;17/05/1982 17:13;54:56.0;17158;32328.328
4345;Pac Builders;3059 Priscilla Court;6;30;17/12/2000 19:47;53:20.0;57376;91540.685
4346;Myles Building Consultants;3344 Beachwood Ln.;4;2;01/02/1990 08:13;21:36.0;73710;64288.5704
4347;Quad City Cleaning;1701 W. Mellody Rd.;48;48;27/01/1970 22:28;28:16.0;28576;89423.2668
4348;North West Gas Co.;310 Walker Ave.;9;25;02/02/1998 06:13;01:36.0;23894;11340.002
4349;Energy Source Diet Centers;115 Pleasent Ave.;19;47;20/10/1994 05:28;34:56.0;99608;57920.222
4350;Funnyface Amusement Games;600 Central Ave;4;2;25/11/1975 15:07;13:20.0;81987;76740.73
4351;Smith & Wesson Militia;1535 Knollwood Drive;11;11;27/08/2005 00:47;06:40.0;89359;98945.657
4352;Gordon & Son Brockerage Ltd.;886 Yale Lane;37;2;05/02/1975 19:20;00:00.0;61834;28019.9748
4353;Elm Place Business Supplies;1019 Deerfield Rd.;6;17;08/03/2000 12:28;06:40.0;2996;39080.3532
4354;Glenn Oaks Office Supplies;266 Green Bay Rd.;2;6;14/10/1987 09:53;53:20.0;24346;19056.5778
4355;Lake Shore Beaches;3148 cottonwood Ct.;9;4;04/06/1993 14:20;53:20.0;81822;72800.68
4356;Perimeter Security Consultants;917 Fairview Ave.  Apt. 982;14;48;25/05/2001 12:07;14:56.0;66729;95920.8416
4357;Lidhal design Corp.;3160 Summit Ave.;28;9;14/01/1992 03:33;54:56.0;1479;98120.0834
4358;Lennox Air Pollution Control;35 Glenlake Dr.;6;19;23/04/2005 07:47;34:56.0;32141;75832.9278
4359;Glenn Oaks Office Supplies;334 Lynn Terrace;5;4;21/05/1990 15:27;26:40.0;47976;21058.6452
4360;Vanity Town;2870 Skokie Rd.;43;11;24/10/1997 14:33;48:16.0;3535;58449.6497
4361;Toggle & Myerson Ltd;785 Highland place;25;37;05/02/1977 03:07;20:00.0;75519;45646.4081
4362;Masterlands Cleaning;4522 N. Greenview Apt. 1B;4;6;09/11/1974 11:08;48:16.0;67362;53560.0208
4363;Smith & Wesson Militia;1915 Lewis Ln.  Apt 13;50;2;03/05/2000 23:00;34:56.0;21706;16664.5674
4364;Bako Delicatessen;1715 Chicago Ave.;42;9;26/07/2000 09:27;41:36.0;57944;82344.578
4365;Pac Builders;12 Broadview Lane;7;14;10/11/2000 16:40;41:36.0;26600;940.9984
4366;Innman Paint and Glass;2644 Princeton Ln.;16;28;13/05/1978 10:33;26:40.0;17300;34090.5536
4367;Toggle & Myerson Ltd;231 Sheriden Rd.;32;6;28/11/2001 23:07;53:20.0;5072;13206.6464
4368;Kermit the Pet Shop;12 Fort Sheriden Ave.;29;5;30/08/1977 04:33;26:40.0;86070;37652.6584
4369;North Park Lighting Galleries;1679 McCraren;21;43;25/03/1992 05:07;00:00.0;86232;69164.2856
4370;Rythmics Ltd.;671 Blackstone Ave.;6;25;14/03/2006 13:07;20:00.0;29559;67215.2984
4371;North West Gas Co.;1920 Sunnyside Ave.;7;4;27/05/1990 17:55;33:20.0;41024;98712.0084
4372;Nyman Interior Design;1065 Hillcrest Circle;40;50;06/01/1975 00:27;00:00.0;53240;43850.6624
4373;Yale Remins Temp Agency;1155 Ridgewood Drive;19;42;05/05/2006 16:07;53:20.0;35104;89500.484
4374;Lennox Air Pollution Control;628 Orwenstensia;35;7;30/11/2002 06:53;01:36.0;82192;34945.1138
4375;Chands CPA;302-A Crestwood Village Rd.;46;16;05/05/1977 18:07;28:16.0;53746;62820.6984
4376;Facelift Kitchen and Bath;1839 McCraren Rd.;1;32;24/04/1994 16:07;54:56.0;79320;45801.3154
4377;Air Mexico;1859 Green Bay Rd.;37;29;15/12/2006 16:27;13:20.0;52748;96035.2068
4378;Ampro Office Team Ltd.;1233 Arbor Rd.;49;21;13/02/1996 16:02;53:20.0;14410;43411.5561
4379;Dean Barnett Furniture Repair;1660 Park Ave.;45;6;09/04/1982 00:27;14:56.0;37694;58542.2481
4380;Hibbard Road Suppliers;1858 Balsam Way;11;7;07/10/1978 17:55;41:36.0;91818;97911.4419
4381;New Dehli Auto Exchange;511 Maple Ave.  Apt. 1B;26;40;21/10/2002 03:28;34:56.0;28020;87170.1344
4382;MedicServe Medical Supply;1077 Court Ave.;42;19;12/12/2006 05:07;40:00.0;43760;14248.7034
4383;Lickmen Restoration;135 Lakewood place;18;35;25/11/1987 17:33;53:20.0;41434;45884.6151
4384;Smith & Wesson Militia;2024 St.Johns Ave.;19;46;27/11/1980 19:07;06:40.0;88708;48206.2812
4385;Froggy's Gourmet Catering;1701 W. Mellody Rd.;7;1;07/06/1985 03:40;26:40.0;87360;32960.7864
4386;Nel Video Productions;1077 Court Ave.;37;37;10/07/1982 15:40;00:00.0;77984;70880.05
4387;Maintence Services of Maine;2600 Winsor Mall;11;49;25/01/1978 07:07;41:36.0;84480;23250.1581
4388;Happ Aluminum Siding Co.;5518 Madison St.;33;45;11/12/1977 03:47;40:00.0;91708;99920.1524
4389;New Dehli Auto Exchange;45 South Deer Creek Drive;34;11;12/10/1972 02:07;06:40.0;44681;71751.738
4390;Resnick DDS;3385 University Ave.;4;26;23/08/2000 13:40;33:20.0;66525;96045.4438
4391;Arthur M. Feildberg Galleries;433 Burton Ave.;2;42;12/05/2001 21:40;33:20.0;26368;92361.2182
4392;Smith Communications Inc.;433 Burton Ave.;31;18;16/08/1993 12:20;28:16.0;64496;88524.0366
4393;George Lee Antiques;1860 Parkside Ln.;39;19;21/02/1989 01:22;20:00.0;62060;92318.8
4394;Dependable Plumbing and Sewer;616 Cobblestone Cir.;50;7;12/10/2001 02:07;06:40.0;16100;14752.7772
4395;MedicServe Medical Supply;2224 Sherman Rd.;37;37;18/12/2005 21:47;13:20.0;17091;94704.4608
4396;Hibbard Road Suppliers;1575 Oakwood Ave.;48;11;07/04/1982 04:00;20:00.0;98050;41692.1428
4397;Pete's Auto Repair;1858 Balsam Way;42;33;27/07/1993 09:00;06:40.0;18752;25458.2003
4398;Glenwood Credit Union;2267 Anderson Lane;16;34;04/05/1974 20:22;20:00.0;19596;1072.7262
4399;Lidhal design Corp.;2632 Prarie Ln.;39;4;22/12/1970 07:47;48:16.0;44651;50283.6517
4400;First National Bank of Ottowa;3901 Chester Ave. Apt. 3C;46;2;25/02/1986 14:55;41:36.0;34125;21264.6656
4401;BBQ Smith's Tex Mex;929 Brittany Ave.;48;31;22/10/1972 01:00;00:00.0;40649;97788.8681
4402;Bernhardt Ltd.;1444 Chantilly Ln.;45;39;22/01/1998 20:13;13:20.0;21356;18516.7432
4403;Keyth Contracting and Repair;1101 Deerfield Place;26;50;22/03/1996 20:42;33:20.0;71688;37784.2
4404;Cutter Lawn Mower Repair;1633 McGovern place;18;37;24/08/1985 11:28;53:20.0;58177;75872.2384
4405;Energy Source Diet Centers;1777 balsamic Ave.;49;48;28/07/1985 01:53;01:36.0;84616;80300.2915
4406;Innman Paint and Glass;1220 Heather Lane;28;42;25/02/1993 08:02;26:40.0;67155;46685.484
4407;Lake Shore Beaches;1 Twin Oaks Place;2;16;10/10/1977 03:53;06:40.0;44546;74531.6768
4408;Crossroads Construction, Inc.;2224 Sherman Rd.;17;39;27/11/1998 20:53;26:40.0;58118;6880.8888
4409;American Deli Workers Union;38976 Forest View Rd.;32;46;20/07/1971 13:13;34:56.0;57389;84318.54
4410;Lennox Air Pollution Control;1245 Eastwood;7;48;22/01/1993 10:53;48:16.0;73948;11568.8505
4411;Block Boats and Lures;430 Oakland Drive;12;45;31/03/1985 23:33;13:20.0;43586;41024.815
4412;Crossroads Construction, Inc.;1658 Second St.;33;26;08/03/1972 10:53;54:56.0;89939;48800.6717
4413;Ernie's Foriegn Car Service;45 South Deer Creek Drive;49;18;12/08/1977 10:48;33:20.0;24872;58092.219
4414;Lutz Soft Cloth Car Wash;1486 Oakwood;34;49;19/11/2000 22:53;20:00.0;92432;36750.4044
4415;Block Boats and Lures;1287 Glencoe Ave.;17;28;12/06/1992 15:40;41:36.0;56988;83767.5756
4416;North West Gas Co.;618 Sheriden rd.;39;2;31/05/1974 20:20;53:20.0;4346;3020.609
4417;Innman Paint and Glass;10 Marquette Rd.;37;17;08/02/1989 16:53;26:40.0;71852;6048.181
4418;Office Pro Supply Co.;465 Stratford Rd.;6;32;24/05/2006 23:15;53:20.0;52922;92272.1075
4419;Marks, Marks, and Kaplan Ltd.;220 Vine Ave.;35;7;07/03/1978 06:27;13:20.0;59118;15672.6233
4420;Nina's Snow Plowing;1839 McCraren Rd.;40;12;25/09/1993 13:27;01:36.0;61795;92236.3544
4421;Dean Barnett Furniture Repair;1619 Judson Ave. Apt #34B;25;33;26/01/1997 17:33;13:20.0;85754;1920.3968
4422;Kosmo Consulting;201-C Frontage Rd.;6;49;09/12/1990 07:22;53:20.0;18624;97320.5225
4423;Percy Photography;3181 Barkwood Ct.;34;34;03/08/1993 18:47;14:56.0;48834;53360.9167
4424;Lake Shore Beaches;1185 County line Rd.;38;17;31/08/1994 03:27;46:40.0;28700;91710.991
4425;Meonits & Mogogni Inc.;368 Woodland Rd.;17;39;27/04/1974 13:07;46:40.0;62480;53622.226
4426;Camp Oconomowoc;1839 McCraren Rd.;29;37;23/11/1971 16:00;06:40.0;40980;33247.1596
4427;Sigman and Freud Psychiatry;1660 Park Ave.;22;6;17/01/1989 08:02;41:36.0;4352;13542.9968
4428;Schmidt Denists;313 Grove Ave.;29;35;29/11/1974 23:33;14:56.0;66265;3283.312
4429;Gourmet the Frog;2024 St.Johns Ave.;39;40;16/11/1978 10:27;00:00.0;37280;5624.8714
4430;Smith & Wesson Militia;3344 Beachwood Ln.;46;25;06/10/1986 17:27;13:20.0;46691;95498.586
4431;Masterlands Cleaning;3901 Chester Ave. Apt. 3C;38;6;02/03/1983 13:33;53:20.0;62790;99490.6662
4432;Happ Aluminum Siding Co.;1287 Glencoe Ave.;1;34;22/02/2001 20:13;14:56.0;94770;72908.5702
4433;Green Shoes Corp.;12 Broadview Lane;39;38;02/11/1989 08:53;28:16.0;92860;21750.6882
4434;Mail Boxes Et. Al.;788 Tennyson Ave.;16;17;22/01/1977 05:47;01:36.0;34168;80712.1155
4435;Nirabi Auto Service;726 White Oaks Ave.;49;29;02/08/1978 11:00;54:56.0;67442;83895.0478
4436;Ebert Music Center;465 Stratford Rd.;31;22;15/07/2005 23:42;00:00.0;85227;10960.755
4437;Derbin Contracting Services;12 Fort Sheriden Ave.;48;29;12/03/1971 12:02;33:20.0;26895;80865.659
4438;Elm Place Business Supplies;1715 Chicago Ave.;13;39;20/01/1985 09:07;13:20.0;5489;3252.544
4439;Shaggy's Grooming Services;224  Highwood Ave.;47;46;24/01/2004 21:22;13:20.0;51000;91744.356
4440;Metro Appliance Service;1245 Eastwood;9;38;17/09/1997 13:40;46:40.0;57917;35381.9984
4441;Jay's Cabinet Company;937 Judson Ave.;5;1;16/10/2007 21:42;54:56.0;1685;65920.3105
4442;Happ Aluminum Siding Co.;1752 Clinton Ave.;27;39;31/08/2000 18:20;54:56.0;63644;46224.7151
4443;Peterson Roberts Carpentry;5518 Madison St.;43;16;02/09/1980 17:27;13:20.0;35954;63438.7309
4444;Air Mexico;1486 Oakwood;21;49;17/07/1977 16:07;53:20.0;27625;46959.6368
4445;Parties Galore Golf Course;456 Groverland Ave.;38;31;01/06/2006 07:00;01:36.0;46000;35966.8856
4446;Lee Stairworks and Carpentry,;3385 University Ave.;46;48;16/01/1985 21:47;20:00.0;49655;39820.097
4447;Lennox Air Pollution Control;1126 Hillcrest Ave;48;13;17/12/1980 00:13;06:40.0;51200;53296.0304
4448;American Apartments;1337 Cavell Ave.;20;47;20/02/1989 06:40;13:20.0;78632;50510.9923
4449;Lee Stairworks and Carpentry,;629 Kincaid Ave.;35;9;08/09/2000 18:33;26:40.0;81300;87583.776
4450;Percy Photography;1185 County line Rd.;22;5;17/10/1975 07:40;06:40.0;40000;53552.2544
4451;Tub's Furniture Store;662 Lyons Circle;45;27;15/02/2006 10:40;06:40.0;48452;83896.625
4452;Eva Galler Galleries Inc.;643 De Temple Rd.;11;43;17/01/2006 10:55;14:56.0;22080;2701.3472
4453;PGS Associates;201-C Frontage Rd.;16;21;25/12/1971 09:07;14:56.0;29560;9568.3449
4454;Doll House Rock;406 Trinity Ct.;8;38;19/08/2002 15:28;26:40.0;43127;45014.8795
4455;Bako Delicatessen;1547 Knolwood Rd.;21;46;23/05/2001 21:13;00:00.0;58930;40382.7954
4456;Flinn Mosquito and Pest Contro;3150 Skokie Valley Rd.;50;48;15/10/1997 08:20;13:20.0;4732;51783.3681
4457;AAA Daniels Antiques;628 Orwenstensia;50;20;27/11/1996 02:00;13:20.0;88672;96363.915
4458;Corbins, Rodriguez, & Savocchi;2148 Eastview Dr.;25;35;01/12/1993 06:28;08:16.0;75385;77545.8112
4459;Foy Aviation;5518 Madison St.;8;22;20/09/1972 09:55;28:16.0;57096;86125.1764
4460;Corbins, Rodriguez, & Savocchi;1550 Ridge Rd.;16;45;14/06/2002 08:20;33:20.0;82240;32400.7928
4461;Jay's Cabinet Company;616 Cobblestone Cir.;48;11;30/08/2006 04:35;40:00.0;57824;52656.32
4462;American Deli Workers Union;1714 Clifton Rd.;16;16;08/09/1985 05:00;48:16.0;86964;86969.3152
4463;Myles Building Consultants;3160 Summit Ave.;28;8;08/09/1993 04:47;48:16.0;89010;43535.4372
4464;Lennox Air Pollution Control;1859 Green Bay Rd.;46;21;13/05/2000 12:48;40:00.0;64120;51950.5594
4465;Morgan Construction Co;266 Green Bay Rd.;40;50;10/04/2001 08:47;26:40.0;59650;37260.7768
4466;Parties Galore Golf Course;3181 Barkwood Ct.;35;50;31/03/2005 22:55;20:00.0;97766;55349.148
4467;Elm Place Business Supplies;445 Park Ave.;30;25;14/11/1982 13:08;48:16.0;85206;84120.7774
4468;Mergenthaler Inc.;807 Old Trail Rd.;36;8;13/03/1990 20:27;06:40.0;86353;95672.8448
4469;Camp Oconomowoc;865 Old Tall Tree Lane;8;16;21/10/1982 15:53;40:00.0;25455;29663.6065
4470;Vanity Town;1233 Arbor Rd.;18;48;04/08/1993 02:22;34:56.0;66545;23250.153
4471;Kermit the Pet Shop;600 Central Ave.;8;16;27/06/2000 08:33;20:00.0;56416;13388.305
4472;Cosmo Skin Care Center;310 Walker Ave.;49;28;14/01/1975 02:53;06:40.0;86800;88868.537
4473;Portugal, Liddy, & Son Ltd.;4259 W. Lake Ave.;15;46;23/05/1999 23:53;20:00.0;50875;70786.766
4474;Childress Child Day Care;266 Green Bay Rd.;16;40;26/11/2001 15:33;40:00.0;92856;16480.02
4475;American Deli Workers Union;1065 Hillcrest Circle;30;35;03/10/1992 09:13;40:00.0;94457;96850.6264
4476;Peterson Roberts Carpentry;1701 W. Mellody Rd.;4;30;28/02/1993 19:22;08:16.0;46195;64144.1896
4477;Dependable Plumbing and Sewer;1949 Cloverdale Rd.;23;36;29/06/1975 19:53;54:56.0;60001;44768.9403
4478;Elm Place Business Supplies;1482 Concorde Circle;24;8;21/05/1992 06:48;40:00.0;1430;59196.4667
4479;Hilco Auto Body;3160 Summit Ave.;14;18;13/02/2001 07:20;13:20.0;90300;66409.8801
4480;Bee Line Publishing;969 Saxony Drive;1;8;22/10/1982 03:00;53:20.0;90030;95255.5329
4481;Lake Shore Publishing;12 Skokie Valley Rd.;4;49;06/12/2000 10:53;46:40.0;51584;26222.3118
4482;Hardee Woodwork Ltd.;77 Blackhawk Rd;16;15;07/03/1978 23:07;20:00.0;82000;83596.8808
4483;American Apartments;2632 Prarie Ln.;2;16;30/10/1982 05:27;00:00.0;40950;39763.7628
4484;Meonits & Mogogni Inc.;1882 St. Johns;15;30;30/03/2006 06:27;48:16.0;4704;49308.2208
4485;Michael Montgomery Hair Saloon;1185 County line Rd.;26;4;05/07/2000 08:33;46:40.0;93750;76352.5378
4486;Froggy's Gourmet Catering;1486 Oakwood;35;23;05/11/1972 16:02;40:00.0;86984;84246.9995
4487;Keep Cool Air Conditioner Repa;456 Grossman Ln.;29;24;09/11/2004 14:53;00:00.0;97685;63462.8274
4488;Tub's Furniture Store;2112 Ravine Drive;30;14;21/04/2007 15:55;26:40.0;6651;75194.4214
4489;Myers Chocolates and Confectio;3385 University Ave.;39;1;28/10/2000 08:35;20:00.0;35152;93004.1919
4490;Keep Cool Air Conditioner Repa;1839 McCraren Rd.;9;4;17/08/1983 01:15;26:40.0;92964;92440.5168
4491;Lidhal design Corp.;12 Broadview Lane;15;16;26/10/2004 18:33;01:36.0;39244;27596.6044
4492;Facelift Kitchen and Bath;1547 Knolwood Rd.;41;2;06/10/2002 02:22;08:16.0;26203;79742.9128
4493;Highland Heights Gift Shop;1575 Oak Ave.  Apt. 2C;14;15;13/12/1978 01:20;20:00.0;67880;32489.0926
4494;Camp Stuff;969 Saxony Drive;46;26;16/07/1993 13:55;41:36.0;11528;91756.9338
4495;Lidhal design Corp.;218 Oakridge Ave.;49;35;16/03/1994 14:15;06:40.0;77005;51140.4322
4496;Arthur M. Feildberg Galleries;1715 Chicago Ave.;35;29;04/01/2000 10:40;54:56.0;15556;25545.3195
4497;Salt & Pepper Catering Service;1949 Cloverdale Rd.;45;30;23/04/1998 03:53;08:16.0;69685;99330.6376
4498;Elle Hypnosis and Therapy Cent;242 Ashland Ave.;1;39;17/09/2000 15:13;53:20.0;17141;19448.9896
4499;Johnson, Erico & Co CPA's;54 Lakeview Terrace;14;9;11/10/2001 09:27;53:20.0;95544;29200.516
4500;Dean Barnett Furniture Repair;3487 Green Bay Rd.;49;15;09/05/1980 14:35;00:00.0;11482;30176.7495
4501;Mac Computer Warehouse;1907 S. Prospect Ave.;29;41;03/11/1996 13:22;34:56.0;95478;15799.2578
4502;Got It All Electronics Supply;1777 balsamic Ave.;36;14;28/04/1987 17:55;53:20.0;96118;20205.0336
4503;Trapezoid Studios;2644 Princeton Ln.;36;46;05/10/2001 10:07;53:20.0;58714;62979.081
4504;janice Mann Accounting Service;3148 cottonwood Ct.;7;49;08/12/2001 12:00;40:00.0;48956;7132.416
4505;Pac Builders;2224 Sherman Rd.;10;35;21/09/1987 06:20;06:40.0;45312;22804.2608
4506;Portugal, Liddy, & Son Ltd.;632 Roger Williams;24;45;10/11/1997 22:13;40:00.0;54348;86062.3525
4507;Mail Boxes Et. Al.;1287 Glencoe Ave.;12;1;12/07/2005 16:33;00:00.0;94925;33400.707
4508;Ampro Office Team Ltd.;1795 Lake Cook Rd.;23;14;29/03/1985 16:00;06:40.0;96816;21370.2842
4509;Air Barbados;241 Callan Rd.;38;49;14/12/2007 21:22;00:00.0;31662;276.1483
4510;Esmarda Chemical Manufacturers;1799 Rosemary Way;37;29;23/10/2003 01:02;46:40.0;9324;73000.5787
4511;Meonits & Mogogni Inc.;1875 Roger Williams Ave.;21;36;15/12/1971 06:42;20:00.0;35572;88645.2737
4512;Cutter Lawn Mower Repair;1547 Vine;25;36;08/06/2001 12:33;14:56.0;13953;85193.2578
4513;Jay's Cabinet Company;770 Exmoor Rd.;26;7;21/05/1983 22:20;53:20.0;13796;97700.401
4514;AAA Daniels Antiques;1450 Harding Ave.;32;10;12/04/2004 06:40;54:56.0;24994;98165.056
4515;Chicagoland Cleaners;201-C Frontage Rd.;49;24;15/03/1985 02:00;08:16.0;62472;98850.9832
4516;Mergenthaler Inc.;3478 Bryn Mawr St.;26;12;23/10/1972 04:47;41:36.0;3590;84465.127
4517;Nitelites Party Rental;917 Fairview Ave.  Apt. 982;17;23;29/07/1992 09:53;20:00.0;38268;55288.8051
4518;Bill's Dive Shop;1619 Judson Ave. Apt #34B;4;38;29/11/1971 01:48;13:20.0;10297;57533.82
4519;Hoffman Printing Center;231 Sheriden Rd.;29;37;09/05/2001 07:13;14:56.0;82260;59015.2634
4520;Glenwood Credit Union;1482 Concorde Circle;37;21;21/01/1975 18:13;13:20.0;86659;40127.3513
4521;Michael Montgomery Hair Saloon;3181 Barkwood Ct.;35;25;03/10/1971 02:07;33:20.0;13275;72040.3799
4522;Nyman Interior Design;430 Oakland Drive;5;26;17/07/1972 06:47;01:36.0;23506;79036.4936
4523;Pete's Auto Repair;266 Green Bay Rd.;20;32;29/05/2000 17:42;46:40.0;95550;93291.086
4524;Air Guatamala;669 Kikaid;37;49;08/04/2006 16:08;00:00.0;33890;70698.3375
4525;Froggy's Gourmet Catering;654 Walnut Rd.;10;26;11/11/1994 13:20;54:56.0;94996;4462.9388
4526;Schnitzer Denist College;2032 Northbrook Ct.;44;17;05/02/1998 17:33;46:40.0;76688;2468.607
4527;Michael Montgomery Hair Saloon;1547 Knolwood Rd.;41;4;15/03/1980 20:27;13:20.0;76168;22290.3903
4528;Dean Barnett Furniture Repair;807 Old Trail Rd.;16;29;24/04/1972 01:35;06:40.0;68233;54960.9128
4529;Mergenthaler Inc.;1235 Easton Rd.;6;37;16/03/2000 07:20;33:20.0;11302;30503.238
4530;Deer Lake Inn;1915 Lewis Ln.  Apt 13;38;35;20/12/1996 05:33;33:20.0;8540;4284.4331
4531;Rythmics Ltd.;512 Hill;7;5;09/04/1974 08:15;20:00.0;34205;44480.3748
4532;Morgan Construction Co;1550 Ridge Rd.;9;20;14/05/1992 17:13;53:20.0;82608;35541.404
4533;Michael Montgomery Hair Saloon;1957 Huntington Ave.;31;37;14/01/1974 20:28;06:40.0;61820;93560.6784
4534;Moveit Motercycle Service;1912 Old Briar Lane #2;50;10;05/05/1992 11:00;41:36.0;74492;90000.0642
4535;AA Advertising;4763 Blackhawk Rd.;21;44;24/10/1985 12:07;01:36.0;75756;30824.6327
